region,arm,control,metric,difference,ci_low,ci_high,source_images
snr_1,conditioned,perceptual_deepjscc,mse,0.013389964206199367,0.011860360799119814,0.015174225849469569,100
snr_1,conditioned,raw_m7,psnr_db,0.08549299558003749,-0.1969926754633585,0.33695307397842406,100
snr_1,conditioned,raw_m7,lpips,0.0689913921803236,0.06244358262916405,0.07570926628137628,100
snr_1,conditioned,raw_m7,dino,-0.1500019891311725,-0.16909709889255461,-0.13106827435580393,100
snr_1,conditioned,raw_m7,mse,-0.00018552327873512184,-0.0017538132089819079,0.001626130499203967,100
snr_1,conditioned,raw_m8,psnr_db,1.5279100958506269,1.2398070824941,1.825167534271876,100
snr_1,conditioned,raw_m8,lpips,0.015170545789102709,0.003703921143586433,0.02578926167823374,100
snr_1,conditioned,raw_m8,dino,-0.0566077858954668,-0.07707412968762219,-0.035897176108633494,100
snr_1,conditioned,raw_m8,mse,-0.008945491572011901,-0.011568888951240308,-0.006547110137592013,100
snr_1,conditioned,raw_m9,psnr_db,8.272306543986003,7.8089640806516005,8.748663121382394,100
snr_1,conditioned,raw_m9,lpips,-0.40080714626858627,-0.4214301360755538,-0.3808802426417048,100
snr_1,conditioned,raw_m9,dino,0.6677076724171639,0.6431722956329273,0.6917469214334462,100
snr_1,conditioned,raw_m9,mse,-0.09208002946232614,-0.09874322231815284,-0.0857817407677688,100
snr_1,unconditioned,raw_adaptive,psnr_db,-0.9432838471730552,-1.2288203399976094,-0.6868825419743856,100
snr_1,unconditioned,raw_adaptive,lpips,0.0587266422683994,0.051860567522856095,0.06587020338264604,100
snr_1,unconditioned,raw_adaptive,dino,-0.11146630401412644,-0.12733844564358393,-0.09630828337992232,100
snr_1,unconditioned,raw_adaptive,mse,0.005287113819159402,0.0036467317163532678,0.007199863787894104,100
snr_1,unconditioned,arithmetic_adaptive,psnr_db,-1.0156205844879154,-1.309054756800334,-0.7498373673756918,100
snr_1,unconditioned,arithmetic_adaptive,lpips,0.06091092204054197,0.05415546286230286,0.06790748757186035,100
snr_1,unconditioned,arithmetic_adaptive,dino,-0.11096713190277416,-0.12647859607140224,-0.09625301751991112,100
snr_1,unconditioned,arithmetic_adaptive,mse,0.005472978358385788,0.0038375726701584388,0.007390915421736285,100
snr_1,unconditioned,perceptual_deepjscc,psnr_db,-6.251814511617025,-6.6014271570841485,-5.919727674802144,100
snr_1,unconditioned,perceptual_deepjscc,lpips,0.04455519360800584,0.0329524203663071,0.0565676255406191,100
snr_1,unconditioned,perceptual_deepjscc,dino,0.3206313210042815,0.288901119059883,0.3528421500218101,100
snr_1,unconditioned,perceptual_deepjscc,mse,0.018862601304093892,0.016844439807464116,0.02108309343002501,100
snr_1,conditioned_spatial_shuffle,conditioned,psnr_db,-3.060201918284099,-3.2962340799172725,-2.840769261678061,100
snr_1,conditioned_spatial_shuffle,conditioned,lpips,0.13398322089264791,0.11880865844804796,0.14983001170524707,100
