method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2002,4084,8168,1,0,True,83,20.87042999267578,0.17076149582862854,0.9421756267547607
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2003,4084,8168,1,0,True,138,21.423622131347656,0.15351539850234985,0.9464938640594482
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2003,4084,8168,1,0,True,83,20.79235076904297,0.16384601593017578,0.916019082069397
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2001,4084,8168,1,1,True,138,23.53323745727539,0.10591781139373779,0.9721511602401733
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2001,4084,8168,1,1,True,83,23.730382919311523,0.10331018269062042,0.9724281430244446
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2002,4084,8168,1,1,True,138,23.545242309570312,0.1087048202753067,0.9713751077651978
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2002,4084,8168,1,1,True,83,23.72376251220703,0.10486020147800446,0.9716960787773132
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2003,4084,8168,1,1,True,138,23.523681640625,0.10947785526514053,0.9692474603652954
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,4.0,2003,4084,8168,1,1,True,83,23.723251342773438,0.10542938113212585,0.9704704880714417
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2001,4084,8168,1,1,True,138,23.815349578857422,0.10133866965770721,0.9730807542800903
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2001,4084,8168,1,1,True,83,23.957883834838867,0.09953173995018005,0.9733434915542603
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2002,4084,8168,1,1,True,138,23.803607940673828,0.10329390317201614,0.9722481966018677
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2002,4084,8168,1,1,True,83,23.935043334960938,0.10050095617771149,0.9727176427841187
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2003,4084,8168,1,1,True,138,23.792064666748047,0.10385296493768692,0.97060227394104
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,7.0,2003,4084,8168,1,1,True,83,23.93917465209961,0.10117688775062561,0.9720169305801392
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2001,4084,8168,1,1,True,138,24.1383056640625,0.09642674773931503,0.9746474027633667
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2001,4084,8168,1,1,True,83,24.176715850830078,0.09578938782215118,0.974760890007019
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2002,4084,8168,1,1,True,138,24.10618019104004,0.0968160480260849,0.9740248918533325
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2002,4084,8168,1,1,True,83,24.148347854614258,0.09581218659877777,0.9744586944580078
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2003,4084,8168,1,1,True,138,24.110225677490234,0.09750784933567047,0.9734383821487427
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,13.0,2003,4084,8168,1,1,True,83,24.15509033203125,0.0963817611336708,0.9739866256713867
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2001,4084,8168,1,1,True,138,24.22821807861328,0.09467074275016785,0.9751748442649841
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2001,4084,8168,1,1,True,83,24.228397369384766,0.09459209442138672,0.9752029180526733
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2002,4084,8168,1,1,True,138,24.203781127929688,0.09463052451610565,0.9751314520835876
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2002,4084,8168,1,1,True,83,24.209686279296875,0.09448891878128052,0.9752355217933655
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2003,4084,8168,1,1,True,138,24.2098445892334,0.09500592947006226,0.9746558666229248
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,19.0,2003,4084,8168,1,1,True,83,24.215381622314453,0.09475366026163101,0.9748808145523071
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2001,4084,8168,1,0,True,181,16.767486572265625,0.20122909545898438,0.8582888841629028
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2001,4084,8168,1,0,True,147,16.306703567504883,0.21525061130523682,0.8349249362945557
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2002,4084,8168,1,0,False,0,13.652201652526855,0.3949120044708252,0.5576617121696472
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2002,4084,8168,1,0,True,147,13.910375595092773,0.379744291305542,0.5721434354782104
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2003,4084,8168,1,0,True,181,19.53707504272461,0.16948266327381134,0.8711807727813721
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,1.0,2003,4084,8168,1,0,True,147,19.222896575927734,0.18227675557136536,0.8563326597213745
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2001,4084,8168,1,1,True,181,21.177684783935547,0.12341003865003586,0.9401674866676331
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2001,4084,8168,1,1,True,147,21.32986068725586,0.12132957577705383,0.9401460886001587
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2002,4084,8168,1,1,True,181,21.22675132751465,0.11939326673746109,0.9379708766937256
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2002,4084,8168,1,1,True,147,21.380306243896484,0.11720424145460129,0.9396907687187195
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2003,4084,8168,1,1,True,181,21.225778579711914,0.12003080546855927,0.9326978921890259
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,4.0,2003,4084,8168,1,1,True,147,21.387027740478516,0.11811317503452301,0.9314041137695312
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2001,4084,8168,1,1,True,181,21.43954849243164,0.1203208938241005,0.9391709566116333
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2001,4084,8168,1,1,True,147,21.552078247070312,0.1188431978225708,0.9396072030067444
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2002,4084,8168,1,1,True,181,21.49580955505371,0.11574554443359375,0.9404857158660889
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2002,4084,8168,1,1,True,147,21.604976654052734,0.11430095136165619,0.9412046074867249
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2003,4084,8168,1,1,True,181,21.504335403442383,0.11687025427818298,0.9304782748222351
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,7.0,2003,4084,8168,1,1,True,147,21.61935043334961,0.11508685350418091,0.9322617053985596
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2001,4084,8168,1,1,True,181,21.74026107788086,0.11564747989177704,0.9409201145172119
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2001,4084,8168,1,1,True,147,21.782642364501953,0.1146843358874321,0.9408828020095825
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2002,4084,8168,1,1,True,181,21.783374786376953,0.11223196983337402,0.9416524171829224
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2002,4084,8168,1,1,True,147,21.819665908813477,0.11192982643842697,0.9415888786315918
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2003,4084,8168,1,1,True,181,21.802886962890625,0.11245432496070862,0.936191201210022
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,13.0,2003,4084,8168,1,1,True,147,21.838382720947266,0.1120159700512886,0.9371428489685059
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2001,4084,8168,1,1,True,181,21.846837997436523,0.1131480485200882,0.9406507015228271
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2001,4084,8168,1,1,True,147,21.86029815673828,0.11270609498023987,0.940690279006958
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2002,4084,8168,1,1,True,181,21.872276306152344,0.11147468537092209,0.9411938786506653
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2002,4084,8168,1,1,True,147,21.881328582763672,0.11140651255846024,0.9411291480064392
source,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2003,4084,8168,1,1,True,181,21.88576889038086,0.11144065856933594,0.9388548731803894
residual,87,n04540053/ILSVRC2012_val_00007665_n04540053,19.0,2003,4084,8168,1,1,True,147,21.89319610595703,0.11136370897293091,0.9393595457077026
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2001,4084,8168,1,0,True,199,14.589186668395996,0.42623698711395264,0.19415995478630066
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2001,4084,8168,1,0,True,168,13.987510681152344,0.45639485120773315,0.12707911431789398
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2002,4084,8168,1,0,True,199,13.18391227722168,0.4028809666633606,0.39196252822875977
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2002,4084,8168,1,0,True,168,12.476093292236328,0.43805599212646484,0.39732280373573303
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2003,4084,8168,1,0,True,199,17.926469802856445,0.20397618412971497,0.8231772780418396
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,1.0,2003,4084,8168,1,0,True,168,17.690624237060547,0.210141122341156,0.8375124931335449
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2001,4084,8168,1,1,True,199,18.856979370117188,0.18842551112174988,0.9261343479156494
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2001,4084,8168,1,1,True,168,18.973724365234375,0.18457476794719696,0.9280149936676025
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2002,4084,8168,1,1,True,199,18.875425338745117,0.17733049392700195,0.9309307336807251
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2002,4084,8168,1,1,True,168,18.993755340576172,0.17421211302280426,0.9318998456001282
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2003,4084,8168,1,1,True,199,18.80729866027832,0.1787581443786621,0.91716468334198
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,4.0,2003,4084,8168,1,1,True,168,18.926416397094727,0.17579981684684753,0.9226727485656738
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2001,4084,8168,1,1,True,199,19.062843322753906,0.18139980733394623,0.9274861812591553
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2001,4084,8168,1,1,True,168,19.146223068237305,0.1785803735256195,0.9281699657440186
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2002,4084,8168,1,1,True,199,19.08556365966797,0.17255163192749023,0.9327682256698608
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2002,4084,8168,1,1,True,168,19.169485092163086,0.17103169858455658,0.9355409145355225
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2003,4084,8168,1,1,True,199,19.019088745117188,0.17392227053642273,0.9263504147529602
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,7.0,2003,4084,8168,1,1,True,168,19.10965347290039,0.17178215086460114,0.9296674728393555
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2001,4084,8168,1,1,True,199,19.2902774810791,0.172418013215065,0.9285057187080383
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2001,4084,8168,1,1,True,168,19.31926155090332,0.17084668576717377,0.9287368059158325
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2002,4084,8168,1,1,True,199,19.3082218170166,0.16785499453544617,0.9370718002319336
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2002,4084,8168,1,1,True,168,19.335399627685547,0.16731572151184082,0.9368557333946228
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2003,4084,8168,1,1,True,199,19.270153045654297,0.16815334558486938,0.9331258535385132
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,13.0,2003,4084,8168,1,1,True,168,19.30384063720703,0.16721312701702118,0.9332293272018433
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2001,4084,8168,1,1,True,199,19.362701416015625,0.168326735496521,0.9296729564666748
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2001,4084,8168,1,1,True,168,19.371124267578125,0.16778448224067688,0.9300734400749207
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2002,4084,8168,1,1,True,199,19.373897552490234,0.16672006249427795,0.9349139928817749
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2002,4084,8168,1,1,True,168,19.380908966064453,0.16646364331245422,0.9344291687011719
source,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2003,4084,8168,1,1,True,199,19.356287002563477,0.166201651096344,0.9321691393852234
residual,88,n04560804/ILSVRC2012_val_00029830_n04560804,19.0,2003,4084,8168,1,1,True,168,19.366466522216797,0.16599664092063904,0.9321566224098206
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2001,4084,8168,1,0,True,169,20.227067947387695,0.1843351423740387,0.9113904237747192
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2001,4084,8168,1,0,True,138,19.950044631958008,0.19578009843826294,0.9022793173789978
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2002,4084,8168,1,0,True,169,17.158306121826172,0.2856076955795288,0.8668114542961121
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2002,4084,8168,1,0,True,138,16.566171646118164,0.30301105976104736,0.8379398584365845
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2003,4084,8168,1,0,True,169,17.28026008605957,0.22320502996444702,0.8246681690216064
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,1.0,2003,4084,8168,1,0,True,138,16.52345848083496,0.24046657979488373,0.8316800594329834
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2001,4084,8168,1,1,True,169,20.959861755371094,0.16477465629577637,0.9262948036193848
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2001,4084,8168,1,1,True,138,21.08098793029785,0.16188862919807434,0.9263116121292114
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2002,4084,8168,1,1,True,169,20.90574073791504,0.16946737468242645,0.9027920961380005
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2002,4084,8168,1,1,True,138,21.029613494873047,0.1667805314064026,0.9060772657394409
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2003,4084,8168,1,1,True,169,21.001012802124023,0.16716405749320984,0.9147331714630127
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,4.0,2003,4084,8168,1,1,True,138,21.113975524902344,0.16461744904518127,0.9177790880203247
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2001,4084,8168,1,1,True,169,21.1800594329834,0.15902933478355408,0.925208330154419
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2001,4084,8168,1,1,True,138,21.263763427734375,0.15699402987957,0.9231152534484863
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2002,4084,8168,1,1,True,169,21.132049560546875,0.16449618339538574,0.9101670980453491
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2002,4084,8168,1,1,True,138,21.224266052246094,0.16253980994224548,0.9132341146469116
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2003,4084,8168,1,1,True,169,21.2060546875,0.16264908015727997,0.9201785326004028
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,7.0,2003,4084,8168,1,1,True,138,21.286832809448242,0.1607571691274643,0.920336902141571
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2001,4084,8168,1,1,True,169,21.407222747802734,0.15357351303100586,0.9210864901542664
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2001,4084,8168,1,1,True,138,21.434017181396484,0.1532294750213623,0.9217033386230469
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2002,4084,8168,1,1,True,169,21.388153076171875,0.1585598587989807,0.9223137497901917
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2002,4084,8168,1,1,True,138,21.419649124145508,0.15751951932907104,0.9240171909332275
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2003,4084,8168,1,1,True,169,21.426197052001953,0.15672722458839417,0.9235289692878723
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,13.0,2003,4084,8168,1,1,True,138,21.45038414001465,0.15585416555404663,0.9245145320892334
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2001,4084,8168,1,1,True,169,21.473804473876953,0.1532379537820816,0.9231648445129395
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2001,4084,8168,1,1,True,138,21.479873657226562,0.15340454876422882,0.9238604307174683
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2002,4084,8168,1,1,True,169,21.467391967773438,0.15585137903690338,0.9264841079711914
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2002,4084,8168,1,1,True,138,21.4754695892334,0.15554340183734894,0.9266864061355591
source,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2003,4084,8168,1,1,True,169,21.48446273803711,0.15461114048957825,0.9251908659934998
residual,89,n04596742/ILSVRC2012_val_00007608_n04596742,19.0,2003,4084,8168,1,1,True,138,21.489398956298828,0.15445901453495026,0.9254501461982727
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2001,4084,8168,1,0,True,181,14.46082592010498,0.38551065325737,0.4633210301399231
residual,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2001,4084,8168,1,0,True,156,13.797215461730957,0.41933321952819824,0.413397878408432
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2002,4084,8168,1,0,True,181,17.06728172302246,0.2740820050239563,0.7356753945350647
residual,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2002,4084,8168,1,0,True,156,16.7694149017334,0.2851065397262573,0.7241016626358032
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2003,4084,8168,1,0,True,181,13.822436332702637,0.4781811833381653,0.3551117181777954
residual,90,n07583066/ILSVRC2012_val_00001378_n07583066,1.0,2003,4084,8168,1,0,True,156,13.13468074798584,0.5228374004364014,0.36558717489242554
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,4.0,2001,4084,8168,1,1,True,181,18.897140502929688,0.21558277308940887,0.735098659992218
residual,90,n07583066/ILSVRC2012_val_00001378_n07583066,4.0,2001,4084,8168,1,1,True,156,19.004566192626953,0.213070347905159,0.7478967905044556
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,4.0,2002,4084,8168,1,1,True,181,18.986783981323242,0.21054096519947052,0.8209533095359802
residual,90,n07583066/ILSVRC2012_val_00001378_n07583066,4.0,2002,4084,8168,1,1,True,156,19.06851577758789,0.20737794041633606,0.8265587091445923
source,90,n07583066/ILSVRC2012_val_00001378_n07583066,4.0,2003,4084,8168,1,1,True,181,18.976518630981445,0.20679764449596405,0.7829550504684448
