method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine,decoder_sha256,protocol_id,model_context_sha256
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2002,4084,8168,1,1,True,108,2047.999755859375,23.607999801635742,0.11838074773550034,0.9244904518127441,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2003,4084,8168,1,1,True,114,2048.0,23.592653274536133,0.12345264852046967,0.9329501390457153,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2003,4084,8168,1,1,True,108,2047.999755859375,23.64295196533203,0.12238369882106781,0.9338537454605103,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2001,4084,8168,1,1,True,114,2048.0,23.971332550048828,0.11573459208011627,0.9274442195892334,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2001,4084,8168,1,1,True,108,2047.999755859375,24.008399963378906,0.11525094509124756,0.9283710718154907,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2002,4084,8168,1,1,True,114,2048.0,23.89297866821289,0.11432274430990219,0.9282205104827881,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2002,4084,8168,1,1,True,108,2047.999755859375,23.93122100830078,0.11361956596374512,0.9286913275718689,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2003,4084,8168,1,1,True,114,2048.0,23.874292373657227,0.11920273303985596,0.9347364902496338,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,7.0,2003,4084,8168,1,1,True,108,2047.999755859375,23.90929412841797,0.11875803023576736,0.934975802898407,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2001,4084,8168,1,1,True,114,2048.0,24.236743927001953,0.11162576079368591,0.9337756633758545,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2001,4084,8168,1,1,True,108,2047.999755859375,24.247034072875977,0.1114775687456131,0.9339606165885925,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2002,4084,8168,1,1,True,114,2048.0,24.20349884033203,0.10958085209131241,0.9321237802505493,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2002,4084,8168,1,1,True,108,2047.999755859375,24.21604347229004,0.1094188392162323,0.932405948638916,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2003,4084,8168,1,1,True,114,2048.0,24.17690086364746,0.11433839052915573,0.9347079992294312,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,13.0,2003,4084,8168,1,1,True,108,2047.999755859375,24.189918518066406,0.11406047642230988,0.9347590208053589,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2001,4084,8168,1,1,True,114,2048.0,24.31231689453125,0.11105848103761673,0.9346194267272949,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2001,4084,8168,1,1,True,108,2047.999755859375,24.3154296875,0.11101724207401276,0.9346603751182556,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2002,4084,8168,1,1,True,114,2048.0,24.299232482910156,0.10947321355342865,0.9338417053222656,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2002,4084,8168,1,1,True,108,2047.999755859375,24.303081512451172,0.10948500037193298,0.933929979801178,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2003,4084,8168,1,1,True,114,2048.0,24.282968521118164,0.1122644692659378,0.9348482489585876,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,37,n02509815/ILSVRC2012_val_00014423_n02509815,19.0,2003,4084,8168,1,1,True,108,2047.999755859375,24.287473678588867,0.11213608086109161,0.9348762035369873,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2001,4084,8168,1,0,True,99,2048.0,14.785957336425781,0.35667842626571655,0.8050552606582642,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2001,4084,8168,1,0,True,86,2048.0,14.598203659057617,0.37655550241470337,0.7787690758705139,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2002,4084,8168,1,0,True,99,2048.0,18.565366744995117,0.22732000052928925,0.9016047120094299,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2002,4084,8168,1,0,True,86,2048.0,18.358198165893555,0.2355593591928482,0.8990987539291382,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2003,4084,8168,1,0,True,99,2048.0,18.824817657470703,0.2928946912288666,0.8874616622924805,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,1.0,2003,4084,8168,1,0,True,86,2048.0,18.36687469482422,0.317632257938385,0.8641876578330994,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2001,4084,8168,1,1,True,99,2048.0,21.522098541259766,0.13376937806606293,0.9509258270263672,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2001,4084,8168,1,1,True,86,2048.0,21.584938049316406,0.13310781121253967,0.9499459266662598,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2002,4084,8168,1,1,True,99,2048.0,21.412153244018555,0.13708573579788208,0.9496221542358398,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2002,4084,8168,1,1,True,86,2048.0,21.47392463684082,0.13596369326114655,0.9496819376945496,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2003,4084,8168,1,1,True,99,2048.0,21.438207626342773,0.14213614165782928,0.9419142007827759,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,4.0,2003,4084,8168,1,1,True,86,2048.0,21.50729751586914,0.13978436589241028,0.9415419101715088,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2001,4084,8168,1,1,True,99,2048.0,21.76112937927246,0.12763819098472595,0.9535000324249268,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2001,4084,8168,1,1,True,86,2048.0,21.8063907623291,0.12655557692050934,0.9540826082229614,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2002,4084,8168,1,1,True,99,2048.0,21.670425415039062,0.1287931501865387,0.9495035409927368,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2002,4084,8168,1,1,True,86,2048.0,21.7203369140625,0.1278749704360962,0.9506124258041382,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2003,4084,8168,1,1,True,99,2048.0,21.706443786621094,0.13309456408023834,0.9467135667800903,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,7.0,2003,4084,8168,1,1,True,86,2048.0,21.752822875976562,0.13089562952518463,0.9487437605857849,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2001,4084,8168,1,1,True,99,2048.0,21.99848175048828,0.12256474047899246,0.954617977142334,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2001,4084,8168,1,1,True,86,2048.0,22.014888763427734,0.12223776429891586,0.9545924663543701,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2002,4084,8168,1,1,True,99,2048.0,21.946842193603516,0.12381132692098618,0.9535993337631226,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2002,4084,8168,1,1,True,86,2048.0,21.96878433227539,0.12341024726629257,0.9537383317947388,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2003,4084,8168,1,1,True,99,2048.0,21.964344024658203,0.12382135540246964,0.952306866645813,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,13.0,2003,4084,8168,1,1,True,86,2048.0,21.983909606933594,0.1233464926481247,0.9524500966072083,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2001,4084,8168,1,1,True,99,2048.0,22.066425323486328,0.12140146642923355,0.9542141556739807,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2001,4084,8168,1,1,True,86,2048.0,22.073760986328125,0.12126022577285767,0.954118013381958,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2002,4084,8168,1,1,True,99,2048.0,22.04181480407715,0.12219743430614471,0.9536542892456055,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2002,4084,8168,1,1,True,86,2048.0,22.051986694335938,0.12200567126274109,0.9535871744155884,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2003,4084,8168,1,1,True,99,2048.0,22.048076629638672,0.12213930487632751,0.953062891960144,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,38,n02708093/ILSVRC2012_val_00024690_n02708093,19.0,2003,4084,8168,1,1,True,86,2048.0,22.057207107543945,0.12195813655853271,0.9530980587005615,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2001,4084,8168,1,0,True,132,2048.0,15.134129524230957,0.27878183126449585,0.6466845273971558,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2001,4084,8168,1,0,True,120,2047.9998779296875,14.846635818481445,0.28821223974227905,0.6478917002677917,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2002,4084,8168,1,0,True,132,2048.0,14.279805183410645,0.37517687678337097,0.6304889917373657,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2002,4084,8168,1,0,True,120,2047.9998779296875,14.036840438842773,0.39818239212036133,0.6485041379928589,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2003,4084,8168,1,0,True,132,2048.0,15.439069747924805,0.2749248743057251,0.6938239336013794,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,1.0,2003,4084,8168,1,0,True,120,2047.9998779296875,15.163087844848633,0.29154372215270996,0.6925244927406311,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2001,4084,8168,1,1,True,132,2048.0,18.855566024780273,0.15948018431663513,0.8096835613250732,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2001,4084,8168,1,1,True,120,2047.9998779296875,18.90304183959961,0.157973974943161,0.809907078742981,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2002,4084,8168,1,1,True,132,2048.0,18.892045974731445,0.15860716998577118,0.8082685470581055,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2002,4084,8168,1,1,True,120,2047.9998779296875,18.940414428710938,0.15718898177146912,0.8091065287590027,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2003,4084,8168,1,1,True,132,2048.0,18.832847595214844,0.16442209482192993,0.8217748403549194,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,4.0,2003,4084,8168,1,1,True,120,2047.9998779296875,18.882583618164062,0.16254247725009918,0.8212140798568726,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2001,4084,8168,1,1,True,132,2048.0,19.012943267822266,0.154573455452919,0.8151548504829407,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2001,4084,8168,1,1,True,120,2047.9998779296875,19.047367095947266,0.15349072217941284,0.8161126375198364,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2002,4084,8168,1,1,True,132,2048.0,19.056041717529297,0.15329968929290771,0.8122619390487671,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2002,4084,8168,1,1,True,120,2047.9998779296875,19.08949089050293,0.15226124227046967,0.8140935897827148,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2003,4084,8168,1,1,True,132,2048.0,18.99793243408203,0.15833128988742828,0.8245888948440552,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,7.0,2003,4084,8168,1,1,True,120,2047.9998779296875,19.034461975097656,0.15704898536205292,0.8259729743003845,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,13.0,2001,4084,8168,1,1,True,132,2048.0,19.188650131225586,0.1489241123199463,0.8241196274757385,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,39,n02776631/ILSVRC2012_val_00028186_n02776631,13.0,2001,4084,8168,1,1,True,120,2047.9998779296875,19.202695846557617,0.14864593744277954,0.8252909183502197,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,39,n02776631/ILSVRC2012_val_00028186_n02776631,13.0,2002,4084,8168,1,1,True,132,2048.0,19.220033645629883,0.14885814487934113,0.8278487324714661,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
