source_index,image_id,snr_db,noise_seed,N,E,family,sent_mode,received_mode,header_ok,body_crc_ok,source_complete,payload_bits,arithmetic_length_field,source_error,candidate_key,method,psnr_db,lpips_alex,dino_cosine,renderer,policy,selected_mode,seed,preprocessing_id,seed_count,seed_keys,budget
5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '8ccdfd7184b593a77b49aba00d69a2f838699fb52b302171f1e88a98a52b2f81')",raw_N4084_m8_Dc,23.64395523071289,0.1491052657365799,0.8396773338317871,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '06b5682a60405b13beb5fb8e2ac13b524b0c185e541eeca95a8a6f7a0ea49dd0')",raw_N4084_m9_Dc,24.077701568603516,0.12948590517044067,0.7905673384666443,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '06b5682a60405b13beb5fb8e2ac13b524b0c185e541eeca95a8a6f7a0ea49dd0')",raw_N4084_m9_Dc,24.077701568603516,0.12948590517044067,0.7905673384666443,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '06b5682a60405b13beb5fb8e2ac13b524b0c185e541eeca95a8a6f7a0ea49dd0')",raw_N4084_m9_Dc,24.077701568603516,0.12948590517044067,0.7905673384666443,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'a351d7988e303ac9f4b7ef711e8059723e301a8f9d28e82445c916a2192ab3c3')",raw_N4084_m7_Dc,22.52018928527832,0.2502603530883789,0.7762067317962646,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'f2f5b4a507547b6e243c14cc4dd31654333965160134da76e10aae1243b72a51')",raw_N4084_m8_Dc,22.912771224975586,0.19302091002464294,0.8853959441184998,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '1c9a291b075915c61cc4b3cc31a64ba46d21de83703d8a4e53ded28989d9b894')",raw_N4084_m9_Dc,23.521711349487305,0.1676033834616343,0.9086804389953613,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '1c9a291b075915c61cc4b3cc31a64ba46d21de83703d8a4e53ded28989d9b894')",raw_N4084_m9_Dc,23.521711349487305,0.1676033834616343,0.9086804389953613,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '1c9a291b075915c61cc4b3cc31a64ba46d21de83703d8a4e53ded28989d9b894')",raw_N4084_m9_Dc,23.521711349487305,0.16760338842868805,0.9086804389953613,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '1d336ee2dd959e66dea751c8b60fd2074bb17fd2e0b158b3a39471a5fb7be3f5')",raw_N4084_m7_Dc,14.667097091674805,0.2840327322483063,0.7734314203262329,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '90239fce71e429e33eb271be77907727f6b383b476fa402567a88c30653029bf')",raw_N4084_m8_Dc,15.398406028747559,0.24074997007846832,0.7604616284370422,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '2fd633b8feee0e51bc54aee096ed5051a724e9a2a0a877573fc0b4d5d9fd9e0f')",raw_N4084_m9_Dc,16.14510726928711,0.2006566971540451,0.869073748588562,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '2fd633b8feee0e51bc54aee096ed5051a724e9a2a0a877573fc0b4d5d9fd9e0f')",raw_N4084_m9_Dc,16.14510726928711,0.2006566971540451,0.869073748588562,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '2fd633b8feee0e51bc54aee096ed5051a724e9a2a0a877573fc0b4d5d9fd9e0f')",raw_N4084_m9_Dc,16.14510726928711,0.2006566971540451,0.869073748588562,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '87167d77ecc56344ef2b8a1cb9269aa07ffe50f04065da161bc1265f22d8f725')",raw_N4084_m7_Dc,14.632978439331055,0.26145243644714355,0.90613853931427,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '76510f194ef6bb51a480a741bd3d94733461217c16da5bff3799714701bca620')",raw_N4084_m8_Dc,15.645303726196289,0.20512576897939047,0.928842306137085,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a02495a40ed9409a603ab86c12423121238f0d1d2f5e5e6f90afc3de4b101fee')",raw_N4084_m9_Dc,16.849454879760742,0.17073343694210052,0.9254805445671082,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a02495a40ed9409a603ab86c12423121238f0d1d2f5e5e6f90afc3de4b101fee')",raw_N4084_m9_Dc,16.849454879760742,0.17073343694210052,0.9254805445671082,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a02495a40ed9409a603ab86c12423121238f0d1d2f5e5e6f90afc3de4b101fee')",raw_N4084_m9_Dc,16.849454879760742,0.17073343694210052,0.9254805445671082,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'f67c85ccbf724a7ba9a72c43a3d3835a1ac5b759ec4197922d3c171485aabd05')",raw_N4084_m7_Dc,16.16651725769043,0.22022672990957895,0.8659842610359192,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '4b9996afc22935bf1a50f15ccd8d3a149c2fab94200bda923cd7207f15e1f762')",raw_N4084_m8_Dc,16.757455825805664,0.19309734801451364,0.8951649069786072,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '10c91dea39b0c06c67c6696a3f9a7c238fb9c8703fd6d9676841e236ed6db274')",raw_N4084_m9_Dc,17.59404754638672,0.14481858909130096,0.8789893388748169,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '10c91dea39b0c06c67c6696a3f9a7c238fb9c8703fd6d9676841e236ed6db274')",raw_N4084_m9_Dc,17.59404754638672,0.14481858909130096,0.8789893388748169,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '10c91dea39b0c06c67c6696a3f9a7c238fb9c8703fd6d9676841e236ed6db274')",raw_N4084_m9_Dc,17.59404754638672,0.14481858909130096,0.8789893388748169,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '43dbf46b749287943619f1625408540e4199d322fd4ecd7b4b81293d9997b77d')",raw_N4084_m7_Dc,16.977798461914062,0.21579401195049286,0.9525843858718872,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '9f18989eaabf2126159807b5552bf1beb9eef1809d94e0832dc6ad4175608683')",raw_N4084_m8_Dc,18.4981689453125,0.15566879510879517,0.9461118578910828,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d')",raw_N4084_m9_Dc,20.043407440185547,0.1154266893863678,0.9612476825714111,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d')",raw_N4084_m9_Dc,20.043407440185547,0.1154266893863678,0.9612476825714111,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d')",raw_N4084_m9_Dc,20.043407440185547,0.1154266893863678,0.9612476825714111,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225')",raw_N4084_m7_Dc,16.982328414916992,0.23521238565444946,0.7539411783218384,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
11,n01943899/ILSVRC2012_val_00005706_n01943899,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b')",raw_N4084_m8_Dc,18.36646270751953,0.18257074058055878,0.7981268763542175,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
11,n01943899/ILSVRC2012_val_00005706_n01943899,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'aefe6a6d223b46d25b6a35819314c31e583290b65cba4b89164cc5f154f9bcf9')",raw_N4084_m9_Dc,19.850181579589844,0.14935721457004547,0.793117344379425,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
11,n01943899/ILSVRC2012_val_00005706_n01943899,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'aefe6a6d223b46d25b6a35819314c31e583290b65cba4b89164cc5f154f9bcf9')",raw_N4084_m9_Dc,19.850181579589844,0.14935721457004547,0.793117344379425,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
11,n01943899/ILSVRC2012_val_00005706_n01943899,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'aefe6a6d223b46d25b6a35819314c31e583290b65cba4b89164cc5f154f9bcf9')",raw_N4084_m9_Dc,19.850181579589844,0.14935721457004547,0.793117344379425,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
12,n01955084/ILSVRC2012_val_00001857_n01955084,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '025a98348f440058b625029409d28c22ab90f8afbffa8ea366d0057e0bbd32aa')",raw_N4084_m7_Dc,19.184099197387695,0.2749641537666321,0.8975746631622314,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
12,n01955084/ILSVRC2012_val_00001857_n01955084,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '05114e65cb829be7a5c8160df68849551ca2fc7928ec9c92811f3db7acebdf88')",raw_N4084_m8_Dc,20.706783294677734,0.22272529204686484,0.9130004644393921,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '48b87c027f2935b169f1560e84f51e6cae3d0374fcef5b043598aa94bd7904e4')",raw_N4084_m9_Dc,22.268173217773438,0.17429921527703604,0.8909101486206055,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '48b87c027f2935b169f1560e84f51e6cae3d0374fcef5b043598aa94bd7904e4')",raw_N4084_m9_Dc,22.268173217773438,0.17429921527703604,0.8909101486206055,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '48b87c027f2935b169f1560e84f51e6cae3d0374fcef5b043598aa94bd7904e4')",raw_N4084_m9_Dc,22.268173217773438,0.1742992103099823,0.8909101486206055,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '00171659d8664cb2df991ccbeb1fe86a98db42217acdca07dd3ca900724feb0a')",raw_N4084_m7_Dc,16.01097869873047,0.29857778549194336,0.8357574343681335,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'd5d4769fb646e4f29781801b6322cc9526a119ff08980647a7d716af9011b7b1')",raw_N4084_m8_Dc,18.78058624267578,0.21611696978410086,0.8873060345649719,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '4d2a32b471613ef15a3994991b4c4a6360b64634f8aeb73fa45a5fea4ee77883')",raw_N4084_m9_Dc,20.89848518371582,0.16189720729986826,0.8910526037216187,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '4d2a32b471613ef15a3994991b4c4a6360b64634f8aeb73fa45a5fea4ee77883')",raw_N4084_m9_Dc,20.89848518371582,0.16189720729986826,0.8910526037216187,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '4d2a32b471613ef15a3994991b4c4a6360b64634f8aeb73fa45a5fea4ee77883')",raw_N4084_m9_Dc,20.89848518371582,0.16189720729986826,0.8910526037216187,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4a1d22dcf4119389df95f311a2304b50e03f888441a3a4b202114c95c0c9525e')",raw_N4084_m7_Dc,14.776838302612305,0.19175252318382263,0.8349058628082275,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'a313798b324d92f36c95a0a3e1edd465d171869b0f436b723f589447c5d95739')",raw_N4084_m8_Dc,16.61939239501953,0.13010485470294952,0.8829624652862549,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '400ae7d181a6f1f8ed19180627f872d56678f9674a4822a3ffc0725063566e7c')",raw_N4084_m9_Dc,17.996095657348633,0.1025913804769516,0.9132829904556274,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '400ae7d181a6f1f8ed19180627f872d56678f9674a4822a3ffc0725063566e7c')",raw_N4084_m9_Dc,17.996095657348633,0.1025913804769516,0.9132829904556274,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '400ae7d181a6f1f8ed19180627f872d56678f9674a4822a3ffc0725063566e7c')",raw_N4084_m9_Dc,17.996095657348633,0.1025913804769516,0.9132829904556274,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'afce4218bed0de19bcd2ec82d4898d57213dc0e76589ef6b8d0a287bcc363b2f')",raw_N4084_m7_Dc,23.250553131103516,0.1766861379146576,0.8895682692527771,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'd11306e452cb7ca93cdf6b02b1caa0913f3ec63de17ff6587658c4342c9a1cf7')",raw_N4084_m8_Dc,24.84625244140625,0.14818207919597626,0.9128852486610413,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0a48f58e96e307f0515f887b6f2a42b63432bde318c9b07243f78b3136fe6c38')",raw_N4084_m9_Dc,26.13262939453125,0.11106743663549423,0.9123358726501465,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0a48f58e96e307f0515f887b6f2a42b63432bde318c9b07243f78b3136fe6c38')",raw_N4084_m9_Dc,26.13262939453125,0.11106743663549423,0.9123358726501465,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0a48f58e96e307f0515f887b6f2a42b63432bde318c9b07243f78b3136fe6c38')",raw_N4084_m9_Dc,26.13262939453125,0.11106743663549423,0.9123358726501465,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '5da18a3428f6ff94afc32850c11d3e7659fd9f50f39c1b52268c08f5f036973e')",raw_N4084_m7_Dc,17.447769165039062,0.2410472333431244,0.9114357233047485,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '8ceb4277e7d9ceb1ce26225ebcab1adc2f8f21d6e1ce5e6aa63981814e919401')",raw_N4084_m8_Dc,19.05249786376953,0.17310954630374908,0.9465278387069702,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'd31d3eb963d54104695e410820bc77f2c73e54818fd43cd567ac8445baef93ed')",raw_N4084_m9_Dc,20.64118194580078,0.12823611001173654,0.9465855360031128,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'd31d3eb963d54104695e410820bc77f2c73e54818fd43cd567ac8445baef93ed')",raw_N4084_m9_Dc,20.64118194580078,0.12823610504468283,0.9465855360031128,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'd31d3eb963d54104695e410820bc77f2c73e54818fd43cd567ac8445baef93ed')",raw_N4084_m9_Dc,20.64118194580078,0.12823610504468283,0.9465855360031128,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '38274dac9c37ce938e0c088ec8b9566c863e6fff63f8b3341af93dacb1ef65e8')",raw_N4084_m7_Dc,15.377808570861816,0.2296142876148224,0.8889879584312439,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '16df8bff9c55c714b49528a8472b229af9a3ea532abd5e3ae888592ba1380288')",raw_N4084_m8_Dc,15.921142578125,0.18380546073118845,0.8961172103881836,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a773232755e53ee2ba06325485ec63e2fa794747703f75e35d83b2c4f096de85')",raw_N4084_m9_Dc,16.897125244140625,0.1602899432182312,0.91060471534729,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a773232755e53ee2ba06325485ec63e2fa794747703f75e35d83b2c4f096de85')",raw_N4084_m9_Dc,16.897125244140625,0.16028995315233865,0.91060471534729,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'a773232755e53ee2ba06325485ec63e2fa794747703f75e35d83b2c4f096de85')",raw_N4084_m9_Dc,16.897125244140625,0.16028995315233865,0.91060471534729,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '5ba52448b6f88171e60b6dd407088f103138f8216eb5787351fb8702c1d082b1')",raw_N4084_m7_Dc,20.29751968383789,0.1952931433916092,0.8969375491142273,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '8b82298f8b90f576d13be863dedb39fd97ed149bf2498cc88cc4b1afad4bbced')",raw_N4084_m8_Dc,21.557899475097656,0.14971019824345908,0.9037952423095703,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fd93de64e5f2d8c9d5095daa47836b583768cfbecdd917aaee9c432a4a0e9fdb')",raw_N4084_m9_Dc,22.513505935668945,0.1175914853811264,0.9208335876464844,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fd93de64e5f2d8c9d5095daa47836b583768cfbecdd917aaee9c432a4a0e9fdb')",raw_N4084_m9_Dc,22.513505935668945,0.11759148786465327,0.9208335876464844,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fd93de64e5f2d8c9d5095daa47836b583768cfbecdd917aaee9c432a4a0e9fdb')",raw_N4084_m9_Dc,22.513505935668945,0.11759148786465327,0.9208335876464844,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4ed6d207941c56712613883bfa1d82a5f4abfaaf66c9141c23f66401e41d8382')",raw_N4084_m7_Dc,20.275535583496094,0.1422097086906433,0.9028674364089966,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '83b967ce099f9e89ac83ec3aa7ef1df370c14bebe92a4eb930debd4650517888')",raw_N4084_m8_Dc,22.275259017944336,0.10622727622588475,0.9377920627593994,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '009907b33e04ae33b1b6cde920123c68c1976b139c81887535a6160cbe64f3ee')",raw_N4084_m9_Dc,23.61243438720703,0.08942896872758865,0.9441930651664734,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '009907b33e04ae33b1b6cde920123c68c1976b139c81887535a6160cbe64f3ee')",raw_N4084_m9_Dc,23.61243438720703,0.08942896872758865,0.9441930651664734,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '009907b33e04ae33b1b6cde920123c68c1976b139c81887535a6160cbe64f3ee')",raw_N4084_m9_Dc,23.61243438720703,0.08942896872758865,0.9441930651664734,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '2d64f8651a25adb1ec2093e549e6f108e3a7da3b3a44500c314566523b521fd9')",raw_N4084_m7_Dc,22.888872146606445,0.08946165939172109,0.9244332313537598,Dc,goodput,7,2001,,3,"2001,2002,2003",4084
20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'f74608efe07e0ca6a629d295d9700cc6974900af04afed9c16155e81551a2de1')",raw_N4084_m8_Dc,23.996971130371094,0.07749082893133163,0.9464573264122009,Dc,goodput,8,2001,,3,"2001,2002,2003",4084
20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '30a58244e09bd4e9b5e26a32d5c63e89f9d6e7b6a77f382e534d13e806d255fc')",raw_N4084_m9_Dc,25.923301696777344,0.0596756674349308,0.936682939529419,Dc,goodput,9,2001,,3,"2001,2002,2003",4084
