method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
PCA_residual,37,4.0,"2001,2002,2003",23.6484432220459,0.11994615693887074,0.9263368050257365
PCA_residual,37,7.0,"2001,2002,2003",23.94963836669922,0.11587618043025334,0.9306794007619222
PCA_residual,37,13.0,"2001,2002,2003",24.21766535441081,0.11165229479471843,0.9337085286776224
PCA_residual,37,19.0,"2001,2002,2003",24.301994959513348,0.11087944110234578,0.934488852818807
PCA_residual,38,1.0,"2001,2002,2003",17.10775883992513,0.3099157065153122,0.8473518292109171
PCA_residual,38,4.0,"2001,2002,2003",21.522053400675457,0.13628529012203217,0.9470565915107727
PCA_residual,38,7.0,"2001,2002,2003",21.759850184122723,0.1284420589605967,0.9511462648709615
PCA_residual,38,13.0,"2001,2002,2003",21.98919423421224,0.12299816807111104,0.9535936315854391
PCA_residual,38,19.0,"2001,2002,2003",22.060984929402668,0.12174134453137715,0.953601082166036
PCA_residual,39,1.0,"2001,2002,2003",14.682188034057617,0.32597945133845013,0.6629734436670939
PCA_residual,39,4.0,"2001,2002,2003",18.908679962158203,0.15923514465490976,0.8134092291196188
PCA_residual,39,7.0,"2001,2002,2003",19.057106653849285,0.15426698327064514,0.8187264005343119
PCA_residual,39,13.0,"2001,2002,2003",19.21071942647298,0.14910091956456503,0.8292566140492758
PCA_residual,39,19.0,"2001,2002,2003",19.26277224222819,0.14784538745880127,0.8318235476811727
PCA_residual,40,1.0,"2001,2002,2003",14.681180000305176,0.3406580189863841,0.6657805641492208
PCA_residual,40,4.0,"2001,2002,2003",21.606207529703777,0.15903441111246744,0.9434333046277364
PCA_residual,40,7.0,"2001,2002,2003",21.787504196166992,0.1543513983488083,0.9455392758051554
PCA_residual,40,13.0,"2001,2002,2003",21.965997060139973,0.15003243585427603,0.9483841061592102
PCA_residual,40,19.0,"2001,2002,2003",22.01827049255371,0.14894360800584158,0.9490982095400492
PCA_residual,41,1.0,"2001,2002,2003",19.22553888956706,0.20254402856032053,0.8247215350468954
PCA_residual,41,4.0,"2001,2002,2003",23.21934445699056,0.10195108999808629,0.9488732218742371
PCA_residual,41,7.0,"2001,2002,2003",23.346635182698567,0.0999600812792778,0.9502168695131937
PCA_residual,41,13.0,"2001,2002,2003",23.491777420043945,0.09802768876155217,0.9523768424987793
PCA_residual,41,19.0,"2001,2002,2003",23.54583676656087,0.09724016239245732,0.9531079133351644
PCA_residual,42,1.0,"2001,2002,2003",17.15421485900879,0.2457719643910726,0.8031860589981079
PCA_residual,42,4.0,"2001,2002,2003",19.632672627766926,0.15268370509147644,0.9170387387275696
PCA_residual,42,7.0,"2001,2002,2003",19.845664978027344,0.1479836901028951,0.9225685993830363
PCA_residual,42,13.0,"2001,2002,2003",20.154325485229492,0.13764080901940665,0.9382447203000387
PCA_residual,42,19.0,"2001,2002,2003",20.256375630696613,0.13358137011528015,0.9412239988644918
PCA_residual,43,1.0,"2001,2002,2003",15.013605117797852,0.28480301300684613,0.5899080435434977
